#{"t_start": 1772769487.4292696, "env_id": "None"}
r,l,t
80.653217,100,3267.978758
80.125289,100,3276.548669
80.344668,100,3285.035009
79.495316,100,3293.567026
82.427106,100,3302.079604
78.521999,100,3310.578051
79.732786,100,3319.140928
80.321123,100,3327.78213
80.646026,100,3336.305985
80.316635,100,3344.819063
80.517798,100,3356.805804
80.167717,100,3365.351192
78.677078,100,3373.913096
79.638564,100,3382.450661
81.035749,100,3391.067391
81.10009,100,3399.613025
80.247381,100,3408.142932
79.690529,100,3416.709074
80.114597,100,3425.225905
80.582111,100,3433.727662
79.67864,100,3442.234921
79.513782,100,3454.288995
81.008335,100,3462.825494
80.480336,100,3471.376602
81.21247,100,3479.927491
80.174344,100,3488.472114
80.237817,100,3497.028751
79.370108,100,3505.55134
78.037,100,3514.125256
79.935226,100,3522.674217
80.36335,100,3531.186812
81.082983,100,3543.132597
81.205052,100,3551.654524
80.485741,100,3560.181965
82.17596,100,3568.7061
81.320238,100,3577.342229
79.286381,100,3585.87526
79.612486,100,3594.413456
80.245952,100,3602.965268
80.452231,100,3611.507844
81.841088,100,3620.079505
81.163059,100,3632.055536
80.511671,100,3640.672917
80.40052,100,3649.1968
81.044931,100,3657.730144
80.952245,100,3666.269581
80.28682,100,3674.812732
80.241843,100,3683.357638
79.745664,100,3691.883414
80.07582,100,3700.516667
80.687402,100,3709.041049
81.053812,100,3721.017975
79.434357,100,3729.518632
79.947174,100,3738.043608
79.776587,100,3746.528404
79.806321,100,3755.068905
78.81017,100,3763.804322
80.678927,100,3772.441633
80.178712,100,3781.00443
81.101287,100,3789.529766
79.510842,100,3798.077796
80.191902,100,3806.613939
81.275001,100,3818.598088
82.228571,100,3827.340499
79.099694,100,3835.88251
79.675948,100,3844.403389
80.373989,100,3852.955454
83.117434,100,3861.513834
80.488844,100,3870.027447
78.524496,100,3878.567741
80.331526,100,3887.116345
79.508174,100,3895.753631
80.003322,100,3907.779622
80.736445,100,3916.265926
79.180432,100,3924.813843
78.660374,100,3933.361153
80.955558,100,3941.863396
80.954357,100,3950.421595
79.317389,100,3959.068065
78.625376,100,3967.599443
78.547173,100,3976.113363
80.746094,100,3984.623647
80.596483,100,3996.55154
78.491215,100,4005.103335
79.303937,100,4013.72178
80.980722,100,4022.250105
80.054336,100,4030.798583
80.44466,100,4039.330748
80.350055,100,4047.876019
78.985659,100,4056.453052
78.854186,100,4064.94832
79.857412,100,4073.491509
79.677299,100,4085.540323
78.545591,100,4094.057662
79.487165,100,4102.65762
79.209367,100,4111.205011
78.950245,100,4119.782557
79.450483,100,4128.332944
80.884776,100,4136.82392
81.773654,100,4145.489858
81.300338,100,4154.017396
80.976043,100,4162.571297
80.630458,100,4171.105083
79.249474,100,4183.070809
80.024818,100,4191.630741
81.667258,100,4200.15378
79.243447,100,4208.761911
78.832271,100,4217.284113
80.990803,100,4225.810866
80.353976,100,4234.326875
81.274797,100,4242.890599
81.407785,100,4251.419511
79.731733,100,4259.936284
79.881076,100,4271.97732
80.48736,100,4280.54795
79.645842,100,4289.101672
80.598302,100,4297.614153
80.099562,100,4306.153163
79.511536,100,4314.694709
78.483282,100,4323.241142
81.425491,100,4331.832726
78.593434,100,4340.349548
79.627522,100,4348.88289
79.738899,100,4360.849944
79.69373,100,4369.408973
80.200995,100,4377.958733
81.060547,100,4386.478772
79.567639,100,4395.116177
80.987068,100,4403.689179
80.302459,100,4412.213454
79.906854,100,4420.778571
80.878949,100,4429.32882
79.855283,100,4437.862214
